0.575,0.46,0.19,0.994,0.34,13
0.58,0.455,0.17,0.9075,0.285,13
0.575,0.46,0.165,1.124,0.44,13
0.605,0.485,0.16,1.222,0.28,13
0.725,0.56,0.21,2.141,1.005,18
0.65,0.545,0.23,1.752,0.815,16
0.725,0.575,0.175,2.124,0.85,20
0.68,0.57,0.205,1.842,0.65,20
0.68,0.515,0.175,1.6185,0.62,12
0.53,0.395,0.145,0.775,0.255,7
0.52,0.405,0.115,0.776,0.22,8
0.56,0.45,0.16,1.0235,0.3,10
0.62,0.475,0.175,1.0165,0.325,10
0.645,0.51,0.2,1.5675,0.46,12
0.63,0.48,0.15,1.0525,0.285,12
0.63,0.5,0.185,1.383,0.38,10
0.63,0.48,0.16,1.199,0.315,11
0.585,0.46,0.17,0.9325,0.29,9
0.51,0.4,0.14,0.8145,0.195,10
0.505,0.41,0.15,0.644,0.21,11
0.45,0.345,0.12,0.4165,0.135,9
0.5,0.4,0.145,0.63,0.23,12
0.53,0.435,0.17,0.8155,0.275,13
0.44,0.34,0.14,0.482,0.16,9
0.525,0.415,0.17,0.8325,0.31,13
0.49,0.365,0.145,0.6345,0.22,10
0.415,0.325,0.105,0.38,0.12,12
0.485,0.395,0.16,0.66,0.235,14
0.415,0.305,0.13,0.32,0.105,8
0.445,0.325,0.125,0.455,0.14,9
0.47,0.35,0.145,0.5175,0.18,11
0.49,0.375,0.15,0.5755,0.19,9
0.445,0.355,0.15,0.485,0.155,11
0.5,0.37,0.135,0.45,0.155,9
0.39,0.29,0.125,0.3055,0.09,7
0.58,0.465,0.165,1.1015,0.35,11
0.53,0.415,0.16,0.783,0.245,15
0.595,0.455,0.155,1.0605,0.3,12
0.575,0.46,0.185,1.094,0.345,15
0.635,0.505,0.17,1.415,0.365,15
0.59,0.475,0.16,1.1015,0.295,13
0.54,0.475,0.155,0.928,0.26,11
0.57,0.44,0.125,0.865,0.27,12
0.46,0.38,0.13,0.639,0.16,11
0.45,0.36,0.125,0.4995,0.17,13
0.64,0.525,0.215,1.779,0.55,22
0.66,0.53,0.185,1.3485,0.49,12
0.515,0.425,0.135,0.712,0.25,11
0.535,0.415,0.185,0.8415,0.3,15
0.455,0.355,0.12,0.4495,0.15,9
0.535,0.415,0.17,0.879,0.285,10
0.495,0.4,0.155,0.6445,0.205,17
0.535,0.435,0.16,0.8105,0.24,10
0.565,0.505,0.21,1.2765,0.355,12
0.565,0.455,0.175,1.013,0.35,19
0.405,0.305,0.095,0.3485,0.1,9
0.54,0.435,0.175,0.892,0.335,13
0.47,0.36,0.13,0.472,0.15,10
0.63,0.485,0.19,1.2435,0.39,21
0.62,0.47,0.2,1.2255,0.435,23
0.635,0.535,0.19,1.242,0.39,14
0.58,0.455,0.155,0.8365,0.32,18
0.4,0.325,0.12,0.3185,0.095,8
0.74,0.6,0.195,1.974,0.71,16
0.565,0.45,0.195,1.0035,0.285,15
0.62,0.51,0.205,1.3475,0.48,14
0.505,0.375,0.18,0.568,0.17,12
0.46,0.425,0.155,0.746,0.24,8
0.525,0.42,0.16,0.756,0.275,9
0.61,0.495,0.185,1.153,0.245,8
0.585,0.45,0.17,0.8685,0.27,22
0.645,0.525,0.19,1.8085,0.395,18
0.685,0.545,0.18,1.768,0.485,16
0.59,0.465,0.15,0.997,0.34,12
0.65,0.525,0.175,1.4225,0.445,20
0.6,0.48,0.15,1.029,0.295,16
0.62,0.5,0.175,1.186,0.35,12
0.58,0.455,0.12,1.0735,0.265,10
0.69,0.56,0.215,1.719,0.47,17
0.65,0.545,0.165,1.566,0.415,16
0.66,0.565,0.195,1.7605,0.5,16
0.68,0.58,0.2,1.787,0.6,19
0.7,0.575,0.17,1.31,0.42,14
0.675,0.545,0.195,1.7345,0.605,20
0.585,0.45,0.16,1.077,0.25,10
0.61,0.495,0.185,1.1085,0.33,12
0.455,0.37,0.105,0.4925,0.135,9
0.47,0.375,0.125,0.5615,0.18,10
0.5,0.395,0.14,0.7155,0.24,10
0.485,0.365,0.12,0.5885,0.175,9
0.435,0.325,0.11,0.4335,0.155,7
0.515,0.415,0.14,0.6935,0.2,10
0.525,0.44,0.15,0.8425,0.24,12
0.58,0.46,0.12,0.9935,0.28,11
0.605,0.495,0.17,1.2385,0.39,14
0.62,0.47,0.14,1.0325,0.36,15
0.63,0.5,0.17,1.3135,0.4,20
0.63,0.5,0.155,1.005,0.36,16
0.67,0.54,0.165,1.5015,0.505,14
0.49,0.39,0.135,0.5785,0.2,13
0.61,0.485,0.165,1.0915,0.33,18
0.56,0.455,0.125,0.943,0.375,21
0.575,0.45,0.17,1.0475,0.385,18
0.57,0.45,0.175,0.9555,0.295,18
0.505,0.425,0.14,0.85,0.285,19
0.41,0.325,0.105,0.3635,0.12,10
0.56,0.455,0.19,0.714,0.275,9
0.565,0.455,0.15,0.8205,0.26,18
0.675,0.535,0.16,1.41,0.42,16
0.665,0.555,0.195,1.4385,0.36,17
0.565,0.49,0.155,0.9245,0.255,11
0.645,0.55,0.175,1.2915,0.33,14
0.64,0.54,0.175,1.221,0.39,15
0.525,0.41,0.135,0.7085,0.235,11
0.585,0.465,0.17,0.9915,0.265,12
0.67,0.55,0.19,1.3905,0.4,12
0.68,0.55,0.21,1.7445,0.625,17
0.53,0.44,0.135,0.7835,0.2185,9
0.515,0.405,0.12,0.646,0.177,10
0.52,0.405,0.12,0.627,0.181,11
0.545,0.415,0.16,0.7715,0.2765,10
0.465,0.35,0.115,0.421,0.1345,9
0.7,0.585,0.185,1.8075,0.475,29
0.58,0.46,0.15,0.9955,0.26,19
0.585,0.465,0.14,0.908,0.315,13
0.625,0.515,0.15,1.2415,0.36,15
0.57,0.455,0.165,1.0595,0.285,14
0.655,0.51,0.155,1.2895,0.41,11
0.625,0.5,0.15,0.953,0.305,15
0.64,0.52,0.175,1.248,0.48,12
0.605,0.485,0.165,1.0105,0.3,19
0.615,0.525,0.155,1.0385,0.345,11
0.58,0.44,0.18,0.854,0.245,12
0.62,0.52,0.225,1.1835,0.395,23
0.62,0.47,0.225,1.115,0.36,15
0.6,0.505,0.19,1.129,0.36,13
0.625,0.485,0.19,1.1745,0.42,17
0.455,0.35,0.14,0.5185,0.135,10
0.49,0.38,0.145,0.6725,0.21,10
0.275,0.195,0.07,0.08,0.025,5
0.345,0.25,0.09,0.203,0.055,6
0.36,0.27,0.09,0.1885,0.055,5
0.57,0.445,0.155,0.733,0.235,14
0.57,0.45,0.16,0.9715,0.26,12
0.46,0.355,0.13,0.458,0.13,13
0.435,0.335,0.11,0.38,0.11,9
0.375,0.29,0.115,0.2705,0.0885,10
0.5,0.375,0.14,0.604,0.179,15
0.44,0.355,0.115,0.415,0.131,11
0.38,0.29,0.105,0.257,0.085,10
0.565,0.45,0.16,0.795,0.23,12
0.66,0.5,0.165,1.1905,0.37,12
0.66,0.53,0.17,1.326,0.44,13
0.44,0.34,0.105,0.364,0.1175,8
0.475,0.35,0.115,0.452,0.155,11
0.545,0.415,0.15,0.7335,0.2185,11
0.47,0.355,0.13,0.5465,0.185,14
0.41,0.32,0.115,0.387,0.0985,11
0.59,0.455,0.155,1.066,0.415,20
0.57,0.44,0.14,0.9535,0.305,17
0.61,0.475,0.14,1.133,0.35,11
0.585,0.435,0.175,0.982,0.27,10
0.63,0.48,0.175,1.3675,0.515,17
0.625,0.49,0.175,1.233,0.365,11
0.645,0.525,0.19,1.4635,0.435,19
0.41,0.305,0.1,0.363,0.11,11
0.55,0.41,0.145,0.8285,0.25,13
0.405,0.31,0.12,0.3095,0.095,13
0.37,0.29,0.115,0.25,0.075,9
0.66,0.52,0.18,1.514,0.42,19
0.55,0.43,0.14,0.7135,0.225,9
0.56,0.445,0.195,0.981,0.335,16
0.385,0.315,0.11,0.286,0.0835,10
0.39,0.3,0.1,0.265,0.0865,13
0.44,0.345,0.17,0.4085,0.1515,12
0.47,0.355,0.14,0.433,0.152,12
0.5,0.385,0.115,0.6785,0.195,12
0.5,0.385,0.105,0.498,0.17,17
0.525,0.405,0.16,0.658,0.225,12
0.425,0.335,0.095,0.322,0.125,10
0.38,0.305,0.095,0.2815,0.09,8
0.43,0.34,0.12,0.391,0.1405,7
0.51,0.4,0.13,0.5735,0.195,13
0.59,0.45,0.16,0.9,0.315,19
0.475,0.36,0.125,0.447,0.14,9
0.37,0.28,0.11,0.2305,0.075,10
0.555,0.435,0.165,0.97,0.295,17
0.615,0.515,0.17,1.14,0.42,16
0.585,0.475,0.185,0.9585,0.33,11
0.415,0.34,0.13,0.3675,0.12,10
0.38,0.305,0.105,0.281,0.09,12
0.395,0.295,0.095,0.2245,0.08,10
0.485,0.38,0.15,0.605,0.18,15
0.45,0.35,0.145,0.5425,0.175,13
0.5,0.38,0.155,0.655,0.205,17
0.53,0.41,0.165,0.8115,0.24,19
0.49,0.385,0.15,0.7865,0.24,23
0.52,0.395,0.18,0.64,0.245,22
0.5,0.375,0.115,0.5945,0.19,11
0.45,0.38,0.165,0.8165,0.265,23
0.37,0.275,0.1,0.2225,0.08,8
0.435,0.325,0.115,0.3915,0.12,7
0.535,0.4,0.15,0.8045,0.21,13
0.535,0.405,0.125,0.927,0.345,16
0.43,0.325,0.115,0.3865,0.11,11
0.43,0.335,0.12,0.444,0.14,13
0.395,0.315,0.105,0.3515,0.1195,16
0.48,0.385,0.135,0.536,0.173,14
0.445,0.33,0.105,0.4525,0.123,9
0.345,0.26,0.09,0.207,0.0765,10
0.49,0.36,0.11,0.5005,0.195,17
0.48,0.375,0.105,0.525,0.155,12
0.52,0.4,0.12,0.6515,0.165,15
0.52,0.405,0.125,0.6435,0.21,12
0.36,0.265,0.09,0.2065,0.06,8
0.535,0.42,0.15,0.7365,0.215,14
0.52,0.405,0.14,0.8175,0.26,17
0.53,0.42,0.13,1.001,0.265,17
0.66,0.52,0.2,1.676,0.45,17
0.51,0.39,0.105,0.612,0.195,13
0.605,0.46,0.17,1.122,0.315,13
0.58,0.455,0.165,1.1365,0.275,13
0.605,0.495,0.19,1.437,0.41,15
0.55,0.44,0.155,0.946,0.335,16
0.54,0.44,0.135,0.959,0.3,17
0.61,0.47,0.145,1.153,0.32,14
0.59,0.445,0.13,1.1325,0.32,13
0.55,0.43,0.155,0.785,0.233,11
0.53,0.425,0.17,0.949,0.278,17
0.53,0.455,0.165,0.9805,0.2965,11
0.47,0.36,0.145,0.537,0.195,15
0.515,0.39,0.13,0.5755,0.1845,9
0.505,0.39,0.16,0.644,0.1635,9
0.6,0.465,0.165,0.8875,0.262,12
0.57,0.465,0.16,0.8935,0.263,10
0.485,0.375,0.135,0.556,0.1685,10
0.425,0.345,0.11,0.3665,0.117,11
0.48,0.4,0.125,0.759,0.24,15
0.44,0.34,0.13,0.4195,0.13,10
0.52,0.41,0.115,0.807,0.235,12
0.49,0.365,0.13,0.6835,0.205,21
0.48,0.365,0.135,0.6395,0.175,8
0.495,0.41,0.125,0.7555,0.214,9
0.54,0.42,0.14,0.805,0.21,11
0.545,0.44,0.135,0.9185,0.2375,10
0.55,0.43,0.125,0.923,0.283,8
0.55,0.45,0.15,0.875,0.2765,10
0.575,0.465,0.14,0.958,0.2705,9
0.595,0.48,0.15,1.11,0.33,10
0.595,0.48,0.16,1.2095,0.32,8
0.595,0.475,0.16,1.1405,0.271,6
0.595,0.465,0.14,1.113,0.305,12
0.6,0.475,0.155,1.21,0.3205,10
0.605,0.475,0.175,1.382,0.3985,10
0.615,0.5,0.175,1.377,0.292,12
0.615,0.52,0.15,1.3435,0.345,10
0.62,0.505,0.16,1.3725,0.3685,11
0.625,0.49,0.155,1.2085,0.411,11
0.625,0.49,0.2,1.3825,0.381,11
0.635,0.5,0.15,1.376,0.31,10
0.635,0.485,0.165,1.2945,0.2715,9
0.64,0.51,0.165,1.486,0.321,8
0.67,0.585,0.16,1.309,0.413,10
0.675,0.525,0.17,1.8095,0.455,12
0.675,0.525,0.155,1.4785,0.42,9
0.68,0.56,0.195,1.7775,0.415,11
0.685,0.54,0.16,1.6675,0.475,11
0.695,0.56,0.22,1.834,0.455,11
0.445,0.335,0.11,0.4355,0.1195,6
0.465,0.35,0.125,0.482,0.1095,6
0.47,0.365,0.12,0.582,0.146,8
0.475,0.36,0.12,0.5915,0.127,6
0.485,0.37,0.115,0.4785,0.129,7
0.505,0.39,0.13,0.674,0.1785,9
0.515,0.43,0.14,0.834,0.23,8
0.525,0.415,0.14,0.724,0.175,8
0.53,0.425,0.13,0.7585,0.205,8
0.53,0.425,0.15,0.8495,0.202,8
0.535,0.4,0.135,0.8215,0.205,8
0.55,0.445,0.155,0.9905,0.218,9
0.55,0.43,0.14,0.8105,0.275,9
0.56,0.455,0.16,0.967,0.274,9
0.565,0.4,0.13,0.6975,0.18,8
0.57,0.455,0.15,1.107,0.27,8
0.575,0.46,0.16,1.103,0.249,9
0.58,0.46,0.15,1.1155,0.29,7
0.58,0.46,0.18,1.0515,0.276,8
0.58,0.45,0.145,1.137,0.29,8
0.59,0.455,0.145,1.063,0.25,8
0.595,0.47,0.155,1.121,0.155,11
0.595,0.45,0.15,1.114,0.25,11
0.595,0.46,0.14,1.0045,0.2515,9
0.605,0.49,0.15,1.1345,0.295,9
0.615,0.48,0.16,1.2525,0.33,8
0.62,0.51,0.18,1.3315,0.388,11
0.625,0.48,0.17,1.3525,0.365,10
0.625,0.475,0.175,1.1435,0.349,10
0.625,0.5,0.165,1.288,0.315,9
0.625,0.485,0.2,1.38,0.401,9
0.63,0.495,0.165,1.3075,0.315,11
0.64,0.5,0.17,1.5175,0.409,11
0.64,0.5,0.175,1.394,0.4,10
0.645,0.5,0.155,1.2205,0.3185,10
0.645,0.505,0.165,1.4325,0.336,8
0.645,0.5,0.16,1.2465,0.3,10
0.645,0.515,0.15,1.212,0.385,10
0.655,0.46,0.16,1.494,0.1825,9
0.655,0.51,0.175,1.6525,0.403,10
0.66,0.505,0.185,1.528,0.441,11
0.66,0.475,0.18,1.3695,0.335,6
0.675,0.57,0.225,1.587,0.435,10
0.675,0.565,0.195,1.8375,0.553,12
0.695,0.535,0.175,1.8385,0.503,10
0.705,0.535,0.18,1.685,0.4045,12
0.715,0.525,0.185,1.56,0.405,11
0.735,0.6,0.22,2.555,0.6,11
0.505,0.39,0.125,0.5445,0.1405,7
0.51,0.4,0.125,0.545,0.1385,6
0.52,0.46,0.15,1.019,0.254,7
0.55,0.415,0.135,0.8145,0.175,8
0.55,0.43,0.15,0.84,0.223,8
0.56,0.44,0.155,0.6405,0.245,8
0.565,0.45,0.175,1.0095,0.2645,9
0.57,0.445,0.145,0.8775,0.22,8
0.575,0.46,0.145,0.9945,0.265,7
0.575,0.45,0.16,1.068,0.2575,10
0.575,0.47,0.165,0.869,0.238,9
0.58,0.45,0.155,0.93,0.265,9
0.6,0.475,0.16,1.0265,0.2565,9
0.6,0.465,0.15,1.1025,0.25,8
0.605,0.47,0.165,1.1775,0.292,9
0.605,0.475,0.165,1.056,0.357,9
0.615,0.465,0.15,0.923,0.2415,9
0.615,0.475,0.155,1.027,0.285,9
0.62,0.48,0.16,1.1125,0.281,8
0.625,0.485,0.175,1.3745,0.332,9
0.635,0.495,0.015,1.1565,0.2885,9
0.645,0.48,0.17,1.1345,0.305,10
0.65,0.5,0.19,1.464,0.4245,9
0.655,0.51,0.175,1.415,0.364,10
0.66,0.53,0.185,1.346,0.476,11
0.67,0.505,0.205,1.3645,0.353,9
0.685,0.54,0.215,1.7025,0.4735,14
0.69,0.54,0.155,1.454,0.39,9
0.69,0.53,0.17,1.5535,0.3695,9
0.7,0.525,0.19,1.6465,0.3995,9
0.705,0.55,0.17,1.219,0.301,9
0.71,0.56,0.18,1.652,0.4525,11
0.72,0.58,0.195,2.103,0.5375,10
0.72,0.55,0.2,1.9965,0.5215,10
0.73,0.575,0.185,1.8795,0.4825,12
0.75,0.57,0.21,2.236,0.545,11
0.755,0.625,0.21,2.505,0.6785,11
0.78,0.63,0.215,2.657,0.586,11
0.455,0.365,0.115,0.4305,0.1245,8
0.46,0.365,0.125,0.4785,0.141,8
0.535,0.41,0.13,0.7145,0.2075,9
0.54,0.42,0.145,0.8655,0.2175,10
0.545,0.445,0.15,0.8,0.207,9
0.55,0.405,0.125,0.651,0.2,9
0.56,0.445,0.155,1.224,0.2695,10
0.565,0.45,0.145,0.8495,0.225,8
0.57,0.46,0.135,0.9795,0.2655,9
0.575,0.42,0.135,0.857,0.2125,10
0.575,0.48,0.165,1.078,0.306,9
0.58,0.445,0.15,0.858,0.253,8
0.595,0.465,0.15,0.98,0.2255,10
0.595,0.465,0.155,1.026,0.305,12
0.6,0.465,0.155,1.04,0.28,11
0.6,0.455,0.145,0.8895,0.269,10
0.605,0.475,0.175,1.076,0.335,9
0.605,0.47,0.16,1.0835,0.275,12
0.615,0.475,0.155,1.004,0.2895,10
0.615,0.475,0.165,1.023,0.3035,12
0.615,0.475,0.155,1.115,0.355,10
0.62,0.5,0.15,1.293,0.354,10
0.62,0.475,0.16,1.1295,0.33,10
0.625,0.505,0.175,1.15,0.3045,11
0.625,0.515,0.16,1.264,0.321,9
0.625,0.48,0.155,1.2035,0.3185,12
0.63,0.485,0.17,1.3205,0.345,9
0.635,0.5,0.165,1.4595,0.39,9
0.635,0.495,0.175,1.211,0.323,9
0.65,0.505,0.165,1.16,0.349,11
0.65,0.59,0.22,1.662,0.435,11
0.65,0.51,0.17,1.567,0.391,10
0.655,0.525,0.19,1.3595,0.3985,10
0.655,0.52,0.19,1.4545,0.383,10
0.66,0.495,0.21,1.548,0.3925,10
0.66,0.515,0.17,1.337,0.3575,10
0.665,0.53,0.18,1.491,0.435,10
0.67,0.53,0.225,1.5615,0.3725,11
0.67,0.505,0.175,1.0145,0.3745,10
0.695,0.565,0.19,1.7635,0.4975,11
0.7,0.545,0.13,1.556,0.195,12
0.705,0.57,0.18,1.5345,0.43,12
0.71,0.55,0.17,1.614,0.45,11
0.72,0.575,0.17,1.9335,0.51,13
0.725,0.6,0.2,1.737,0.595,11
0.73,0.58,0.19,1.7375,0.52,11
0.735,0.565,0.205,2.1275,0.565,12
0.745,0.57,0.215,2.25,0.558,9
0.75,0.61,0.235,2.5085,0.612,14
0.815,0.65,0.25,2.255,0.7975,14
0.475,0.365,0.115,0.566,0.1335,7
0.495,0.38,0.12,0.573,0.144,7
0.505,0.38,0.135,0.6855,0.161,9
0.545,0.41,0.14,0.7405,0.203,9
0.55,0.43,0.14,0.84,0.1945,8
0.56,0.43,0.15,0.8745,0.22,8
0.56,0.435,0.15,0.8715,0.1835,9
0.58,0.46,0.175,1.165,0.3055,9
0.58,0.435,0.14,0.953,0.2095,9
0.59,0.465,0.15,1.151,0.2515,9
0.59,0.46,0.145,0.9905,0.275,8
0.595,0.455,0.16,1.04,0.288,9
0.605,0.485,0.165,0.9515,0.2765,11
0.605,0.485,0.16,1.201,0.38,9
0.605,0.515,0.17,1.289,0.3315,9
0.61,0.485,0.17,1.1005,0.305,11
0.62,0.435,0.155,1.012,0.275,8
0.63,0.5,0.175,1.1105,0.329,10
0.63,0.49,0.225,1.336,0.3245,10
0.635,0.505,0.145,1.1345,0.315,10
0.64,0.515,0.205,1.5335,0.4025,9
0.645,0.515,0.175,1.546,0.415,10
0.645,0.505,0.165,1.318,0.335,11
0.65,0.545,0.175,1.5245,0.495,10
0.65,0.5,0.16,1.3825,0.3195,9
0.655,0.54,0.215,1.5555,0.444,11
0.665,0.515,0.18,1.389,0.395,10
0.68,0.5,0.185,1.741,0.4685,12
0.7,0.55,0.17,1.684,0.32,11
0.515,0.375,0.11,0.6065,0.15,6
0.565,0.44,0.15,0.863,0.27,9
0.57,0.45,0.135,0.7805,0.21,8
0.575,0.47,0.155,1.116,0.34,10
0.575,0.465,0.195,0.9965,0.47,8
0.575,0.435,0.15,1.0305,0.36,8
0.58,0.435,0.15,0.834,0.23,8
0.585,0.445,0.14,0.913,0.253,10
0.595,0.435,0.15,0.9,0.265,8
0.6,0.46,0.155,0.9735,0.3,8
0.6,0.475,0.15,1.13,0.305,9
0.6,0.48,0.18,1.0645,0.325,10
0.605,0.455,0.145,0.9775,0.275,9
0.605,0.48,0.14,0.991,0.24,8
0.605,0.47,0.155,0.974,0.3345,9
0.605,0.505,0.18,1.434,0.431,11
0.61,0.465,0.16,1.0725,0.28,10
0.61,0.485,0.15,1.2405,0.3085,12
0.61,0.475,0.16,1.1155,0.379,10
0.61,0.485,0.18,1.2795,0.355,7
0.62,0.515,0.155,1.3255,0.335,12
0.62,0.54,0.165,1.139,0.357,11
0.62,0.48,0.18,1.2215,0.313,12
0.62,0.48,0.175,1.0405,0.3,9
0.625,0.485,0.175,1.362,0.3705,10
0.63,0.5,0.18,1.1965,0.3995,8
0.635,0.49,0.175,1.2435,0.305,10
0.635,0.49,0.17,1.2615,0.38,9
0.64,0.505,0.165,1.2235,0.36,10
0.645,0.51,0.16,1.2415,0.315,9
0.645,0.51,0.19,1.363,0.36,10
0.645,0.48,0.19,1.371,0.35,12
0.65,0.495,0.155,1.337,0.335,9
0.655,0.51,0.15,1.043,0.305,9
0.655,0.505,0.19,1.3485,0.425,12
0.655,0.505,0.195,1.4405,0.363,11
0.66,0.535,0.175,1.5175,0.415,12
0.665,0.505,0.16,1.2915,0.32,11
0.67,0.52,0.19,1.32,0.4275,13
0.67,0.55,0.155,1.566,0.354,10
0.67,0.54,0.195,1.619,0.465,11
0.675,0.51,0.195,1.382,0.3965,10
0.68,0.51,0.2,1.6075,0.4705,11
0.685,0.565,0.175,1.638,0.438,11
0.69,0.55,0.2,1.569,0.46,12
0.7,0.535,0.175,1.773,0.512,15
0.705,0.545,0.17,1.58,0.265,11
0.71,0.57,0.195,1.9805,0.48,12
0.71,0.54,0.205,1.5805,0.435,10
0.72,0.525,0.18,1.445,0.435,7
0.725,0.565,0.21,2.1425,0.503,14
0.73,0.56,0.19,1.9425,0.5655,11
0.74,0.565,0.205,2.119,0.482,12
0.75,0.565,0.215,1.938,0.575,11
0.375,0.27,0.135,0.597,0.1675,7
0.49,0.355,0.16,0.8795,0.2825,8
0.535,0.425,0.135,0.771,0.1795,8
0.545,0.415,0.2,1.358,0.403,10
0.545,0.385,0.15,1.1185,0.2845,9
0.55,0.38,0.165,1.205,0.3345,10
0.58,0.43,0.17,1.48,0.4155,10
0.61,0.475,0.15,1.1135,0.3005,11
0.615,0.455,0.145,1.1155,0.315,10
0.635,0.475,0.15,1.1845,0.291,10
0.64,0.475,0.14,1.0725,0.31,8
0.655,0.52,0.2,1.5475,0.466,9
0.665,0.515,0.185,1.3405,0.4375,11
0.675,0.53,0.175,1.4465,0.389,10
0.685,0.535,0.175,1.5845,0.4215,9
0.695,0.55,0.185,1.679,0.3965,10
0.705,0.545,0.18,1.5395,0.4645,13
0.72,0.55,0.195,2.073,0.5015,9
0.51,0.4,0.12,0.7005,0.195,10
0.54,0.425,0.16,0.9455,0.295,9
0.565,0.445,0.125,0.8305,0.23,11
0.57,0.44,0.12,0.803,0.234,9
0.575,0.465,0.175,1.099,0.35,9
0.575,0.43,0.155,0.7955,0.22,9
0.58,0.45,0.195,0.8265,0.225,9
0.58,0.5,0.165,0.925,0.3005,10
0.6,0.47,0.135,0.97,0.264,11
0.6,0.465,0.16,1.133,0.298,11
0.605,0.455,0.145,0.862,0.3,9
0.61,0.46,0.145,1.1185,0.2985,10
0.61,0.46,0.155,0.957,0.265,8
0.61,0.47,0.165,1.1785,0.294,11
0.615,0.495,0.16,1.255,0.3225,12
0.62,0.495,0.17,1.062,0.34,11
0.625,0.445,0.16,1.09,0.304,11
0.625,0.52,0.18,1.354,0.375,11
0.625,0.47,0.145,0.984,0.265,11
0.635,0.485,0.165,1.2695,0.3395,11
0.635,0.52,0.165,1.3405,0.412,11
0.635,0.505,0.155,1.2895,0.345,11
0.64,0.48,0.145,1.1145,0.34,10
0.64,0.515,0.165,1.3115,0.41,10
0.64,0.485,0.185,1.4195,0.3255,11
0.645,0.51,0.18,1.6195,0.4675,12
0.645,0.52,0.21,1.5535,0.474,16
0.65,0.51,0.155,1.189,0.3645,13
0.65,0.51,0.185,1.375,0.3985,10
0.655,0.515,0.18,1.412,0.497,11
0.655,0.525,0.175,1.348,0.394,10
0.66,0.535,0.205,1.4415,0.49,10
0.665,0.5,0.15,1.2475,0.3595,10
0.67,0.53,0.205,1.4015,0.416,12
0.675,0.51,0.185,1.473,0.4245,11
0.7,0.575,0.205,1.773,0.538,13
0.705,0.535,0.22,1.866,0.4395,10
0.72,0.575,0.18,1.6705,0.501,12
0.725,0.57,0.205,1.6195,0.488,11
0.75,0.55,0.195,1.8325,0.44,11
0.53,0.43,0.15,0.741,0.196,9
0.53,0.405,0.13,0.6355,0.185,9
0.55,0.47,0.15,0.9205,0.2675,10
0.56,0.41,0.16,0.8215,0.253,9
